"region","contents","quarter","09332: Transfers of holiday properties with building, free market sale, by region, contents and quarter"
"01 Østfold","Purchase price per transfer of title (NOK 1 000)","2018K1",1722
"01 Østfold","Purchase price per transfer of title (NOK 1 000)","2018K2",2527
"01 Østfold","Purchase price per transfer of title (NOK 1 000)","2018K3",2752
"01 Østfold","Purchase price per transfer of title (NOK 1 000)","2018K4",2281
"01 Østfold","Purchase price per transfer of title (NOK 1 000)","2019K1",1772
"01 Østfold","Purchase price per transfer of title (NOK 1 000)","2019K2",2404
"01 Østfold","Purchase price per transfer of title (NOK 1 000)","2019K3",2386
"01 Østfold","Transfers of leases","2000K1",34
"01 Østfold","Transfers of leases","2000K2",106
"01 Østfold","Transfers of leases","2000K3",110
"01 Østfold","Transfers of leases","2000K4",75
"01 Østfold","Transfers of leases","2001K1",21
"01 Østfold","Transfers of leases","2001K2",76
"01 Østfold","Transfers of leases","2001K3",127
"01 Østfold","Transfers of leases","2001K4",74
"01 Østfold","Transfers of leases","2002K1",36
"01 Østfold","Transfers of leases","2002K2",83
"01 Østfold","Transfers of leases","2002K3",109
"01 Østfold","Transfers of leases","2002K4",55
"01 Østfold","Transfers of leases","2003K1",23
"01 Østfold","Transfers of leases","2003K2",72
"01 Østfold","Transfers of leases","2003K3",110
"01 Østfold","Transfers of leases","2003K4",83
"01 Østfold","Transfers of leases","2004K1",32
"01 Østfold","Transfers of leases","2004K2",79
"01 Østfold","Transfers of leases","2004K3",105
"01 Østfold","Transfers of leases","2004K4",59
"01 Østfold","Transfers of leases","2005K1",33
"01 Østfold","Transfers of leases","2005K2",75
"01 Østfold","Transfers of leases","2005K3",87
"01 Østfold","Transfers of leases","2005K4",68
"01 Østfold","Transfers of leases","2006K1",33
"01 Østfold","Transfers of leases","2006K2",42
"01 Østfold","Transfers of leases","2006K3",81
"01 Østfold","Transfers of leases","2006K4",57
"01 Østfold","Transfers of leases","2007K1",36
"01 Østfold","Transfers of leases","2007K2",75
"01 Østfold","Transfers of leases","2007K3",100
"01 Østfold","Transfers of leases","2007K4",74
"01 Østfold","Transfers of leases","2008K1",21
"01 Østfold","Transfers of leases","2008K2",52
"01 Østfold","Transfers of leases","2008K3",92
"01 Østfold","Transfers of leases","2008K4",55
"01 Østfold","Transfers of leases","2009K1",31
"01 Østfold","Transfers of leases","2009K2",33
"01 Østfold","Transfers of leases","2009K3",100
"01 Østfold","Transfers of leases","2009K4",59
"01 Østfold","Transfers of leases","2010K1",28
"01 Østfold","Transfers of leases","2010K2",54
"01 Østfold","Transfers of leases","2010K3",82
"01 Østfold","Transfers of leases","2010K4",51
"01 Østfold","Transfers of leases","2011K1",26
"01 Østfold","Transfers of leases","2011K2",56
"01 Østfold","Transfers of leases","2011K3",91
"01 Østfold","Transfers of leases","2011K4",53
"01 Østfold","Transfers of leases","2012K1",22
"01 Østfold","Transfers of leases","2012K2",61
"01 Østfold","Transfers of leases","2012K3",78
"01 Østfold","Transfers of leases","2012K4",43
"01 Østfold","Transfers of leases","2013K1",34
"01 Østfold","Transfers of leases","2013K2",46
"01 Østfold","Transfers of leases","2013K3",85
"01 Østfold","Transfers of leases","2013K4",42
"01 Østfold","Transfers of leases","2014K1",15
"01 Østfold","Transfers of leases","2014K2",63
"01 Østfold","Transfers of leases","2014K3",84
"01 Østfold","Transfers of leases","2014K4",48
"01 Østfold","Transfers of leases","2015K1",29
"01 Østfold","Transfers of leases","2015K2",57
"01 Østfold","Transfers of leases","2015K3",79
"01 Østfold","Transfers of leases","2015K4",47
"01 Østfold","Transfers of leases","2016K1",23
"01 Østfold","Transfers of leases","2016K2",73
"01 Østfold","Transfers of leases","2016K3",58
"01 Østfold","Transfers of leases","2016K4",41
"01 Østfold","Transfers of leases","2017K1",24
"01 Østfold","Transfers of leases","2017K2",59
"01 Østfold","Transfers of leases","2017K3",85
"01 Østfold","Transfers of leases","2017K4",37
"01 Østfold","Transfers of leases","2018K1",19
"01 Østfold","Transfers of leases","2018K2",61
"01 Østfold","Transfers of leases","2018K3",90
"01 Østfold","Transfers of leases","2018K4",40
"01 Østfold","Transfers of leases","2019K1",20
"01 Østfold","Transfers of leases","2019K2",53
"01 Østfold","Transfers of leases","2019K3",75
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2000K1",14
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2000K2",67
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2000K3",67
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2000K4",49
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2001K1",9
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2001K2",57
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2001K3",83
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2001K4",54
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2002K1",26
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2002K2",66
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2002K3",87
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2002K4",40
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2003K1",15
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2003K2",56
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2003K3",86
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2003K4",69
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2004K1",20
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2004K2",68
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2004K3",93
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2004K4",49
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2005K1",27
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2005K2",82
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2005K3",94
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2005K4",62
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2006K1",31
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2006K2",43
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2006K3",105
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2006K4",64
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2007K1",31
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2007K2",113
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2007K3",176
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2007K4",107
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2008K1",40
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2008K2",71
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2008K3",140
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2008K4",68
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2009K1",42
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2009K2",50
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2009K3",136
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2009K4",93
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2010K1",32
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2010K2",82
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2010K3",127
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2010K4",69
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2011K1",38
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2011K2",99
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2011K3",185
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2011K4",79
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2012K1",24
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2012K2",116
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2012K3",125
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2012K4",52
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2013K1",50
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2013K2",73
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2013K3",127
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2013K4",54
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2014K1",17
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2014K2",110
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2014K3",144
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2014K4",71
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2015K1",38
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2015K2",123
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2015K3",156
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2015K4",102
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2016K1",29
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2016K2",157
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2016K3",107
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2016K4",71
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2017K1",55
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2017K2",108
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2017K3",193
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2017K4",68
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2018K1",40
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2018K2",148
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2018K3",238
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2018K4",68
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2019K1",42
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2019K2",111
"01 Østfold","Total purchase price on transfer of lease (NOK million)","2019K3",190
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2000K1",425
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2000K2",636
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2000K3",612
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2000K4",653
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2001K1",446
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2001K2",750
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2001K3",656
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2001K4",736
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2002K1",729
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2002K2",792
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2002K3",801
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2002K4",723
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2003K1",639
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2003K2",776
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2003K3",778
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2003K4",836
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2004K1",627
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2004K2",865
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2004K3",881
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2004K4",823
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2005K1",803
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2005K2",1091
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2005K3",1077
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2005K4",913
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2006K1",938
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2006K2",1025
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2006K3",1293
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2006K4",1120
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2007K1",859
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2007K2",1502
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2007K3",1757
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2007K4",1440
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2008K1",1907
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2008K2",1361
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2008K3",1517
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2008K4",1229
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2009K1",1348
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2009K2",1518
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2009K3",1357
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2009K4",1580
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2010K1",1158
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2010K2",1527
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2010K3",1543
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2010K4",1352
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2011K1",1475
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2011K2",1764
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2011K3",2028
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2011K4",1498
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2012K1",1113
"01 Østfold","Purchase price, transfer of lease (NOK 1 000)","2012K2",1906
